Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2026/02/12 23:37:14,20,ACC_1128,10,ACC_1288,404.17,USD,404.17,USD,Credit Card,0
2026/01/25 15:57:18,30,ACC_1416,30,ACC_1130,1770.97,USD,1770.97,USD,Wire,0
2026/01/29 05:21:24,40,ACC_1184,10,ACC_1287,258.49,USD,258.49,USD,Wire,0
2026/02/18 10:20:59,50,ACC_1444,20,ACC_1347,479.31,USD,479.31,USD,Wire,0
2026/02/04 07:39:40,40,ACC_1181,10,ACC_1166,674.97,USD,674.97,USD,ACH,0
2026/01/24 09:25:18,30,ACC_1314,40,ACC_1146,860.18,USD,860.18,USD,Cash,0
2026/02/12 12:46:01,30,ACC_1292,20,ACC_1207,343.14,USD,343.14,USD,Wire,0
2026/01/15 22:16:20,40,ACC_1162,30,ACC_1335,156.38,USD,156.38,USD,ACH,0
2026/02/17 22:08:58,40,ACC_1399,40,ACC_1442,1141.84,USD,1141.84,USD,Credit Card,0
2026/01/03 02:58:58,30,ACC_1094,10,ACC_1438,418.68,USD,418.68,USD,Credit Card,0
2026/01/06 06:36:36,40,ACC_1085,50,ACC_1204,1054.54,USD,1054.54,USD,Cheque,0
2026/01/20 22:31:10,50,ACC_1013,20,ACC_1395,211.2,USD,211.2,USD,Cheque,0
2026/02/14 15:48:11,30,ACC_1335,40,ACC_1477,797.35,USD,797.35,USD,Credit Card,0
2026/02/11 22:15:58,30,ACC_1067,30,ACC_1270,922.66,USD,922.66,USD,ACH,0
2026/01/28 09:17:31,20,ACC_1239,50,ACC_1446,73.86,USD,73.86,USD,Credit Card,0
2026/01/24 19:32:03,50,ACC_1302,40,ACC_1306,502.46,USD,502.46,USD,Cash,0
2026/01/28 04:03:01,20,ACC_1327,10,ACC_1328,183.22,USD,183.22,USD,ACH,0
2026/01/21 18:57:40,10,ACC_1157,50,ACC_1188,88.57,USD,88.57,USD,Credit Card,0
2026/01/24 11:47:14,40,ACC_1176,40,ACC_1146,5531.44,USD,5531.44,USD,Wire,0
2026/01/22 22:09:34,10,ACC_1004,50,ACC_1393,476.96,USD,476.96,USD,Wire,0
2026/02/14 16:00:55,20,ACC_1096,40,ACC_1211,2002.08,USD,2002.08,USD,ACH,0
2026/01/05 19:18:39,50,ACC_1112,30,ACC_1135,362.67,USD,362.67,USD,Wire,0
2026/01/27 22:46:11,10,ACC_1332,20,ACC_1381,1382.97,USD,1382.97,USD,Credit Card,0
2026/02/02 15:44:33,50,ACC_1148,40,ACC_1056,1723.68,USD,1723.68,USD,Credit Card,0
2026/01/09 07:35:55,10,ACC_1164,30,ACC_1009,1096.54,USD,1096.54,USD,Wire,0
2026/01/22 22:20:04,20,ACC_1064,10,ACC_1367,775.43,USD,775.43,USD,ACH,0
2026/01/22 15:40:58,10,ACC_1111,30,ACC_1176,646.91,USD,646.91,USD,Cheque,0
2026/02/17 15:16:11,40,ACC_1431,10,ACC_1384,524.85,USD,524.85,USD,Cash,0
2026/01/10 23:30:14,10,ACC_1240,10,ACC_1092,3193.07,USD,3193.07,USD,Credit Card,0
2026/02/19 01:45:01,20,ACC_1197,40,ACC_1395,2140.73,USD,2140.73,USD,Cheque,0
2026/02/19 17:57:03,30,ACC_1266,30,ACC_1341,4033.81,USD,4033.81,USD,Credit Card,0
2026/01/03 20:10:30,30,ACC_1322,40,ACC_1373,169.27,USD,169.27,USD,Wire,0
2026/02/15 06:14:31,20,ACC_1101,40,ACC_1185,1585.06,USD,1585.06,USD,Wire,0
2026/02/10 11:23:31,20,ACC_1007,10,ACC_1086,3353.35,USD,3353.35,USD,Cheque,0
2026/02/05 11:32:15,30,ACC_1297,10,ACC_1402,249.95,USD,249.95,USD,Credit Card,0
2026/01/06 09:02:53,10,ACC_1080,10,ACC_1256,92.57,USD,92.57,USD,Wire,0
2026/02/05 04:44:08,20,ACC_1330,30,ACC_1078,1631.67,USD,1631.67,USD,Cash,0
2026/02/08 10:48:25,10,ACC_1403,40,ACC_1330,1035.31,USD,1035.31,USD,Wire,0
2026/01/13 14:21:52,40,ACC_1370,50,ACC_1068,2222.89,USD,2222.89,USD,Wire,0
2026/01/26 06:18:11,30,ACC_1277,30,ACC_1357,190.67,USD,190.67,USD,ACH,0
2026/02/12 06:47:14,50,ACC_1140,20,ACC_1445,1913.26,USD,1913.26,USD,ACH,0
2026/01/14 15:30:08,50,ACC_1151,40,ACC_1420,280.22,USD,280.22,USD,Credit Card,0
2026/02/01 11:30:32,20,ACC_1452,30,ACC_1009,224.46,USD,224.46,USD,Cheque,0
2026/01/28 10:57:25,40,ACC_1337,50,ACC_1496,225.33,USD,225.33,USD,Credit Card,0
2026/01/17 23:27:19,10,ACC_1313,50,ACC_1144,2032.12,USD,2032.12,USD,Cheque,0
2026/02/17 03:16:35,20,ACC_1022,10,ACC_1428,1323.06,USD,1323.06,USD,ACH,0
2026/01/03 11:04:14,40,ACC_1098,50,ACC_1050,898.45,USD,898.45,USD,Cash,0
2026/01/14 06:22:12,10,ACC_1359,10,ACC_1302,543.35,USD,543.35,USD,Credit Card,0
2026/02/16 12:34:55,10,ACC_1335,30,ACC_1251,2526.64,USD,2526.64,USD,Cash,0
2026/02/15 00:21:45,10,ACC_1380,50,ACC_1481,607.98,USD,607.98,USD,Wire,0
2026/02/07 02:13:50,50,ACC_1270,10,ACC_1020,2045.3,USD,2045.3,USD,Cheque,0
2026/01/27 20:12:08,20,ACC_1371,50,ACC_1118,703.93,USD,703.93,USD,Credit Card,0
2026/01/29 20:53:00,50,ACC_1285,30,ACC_1384,577.74,USD,577.74,USD,ACH,0
2026/01/22 11:40:13,20,ACC_1359,50,ACC_1340,755.39,USD,755.39,USD,ACH,0
2026/02/03 14:40:45,30,ACC_1258,30,ACC_1172,440.37,USD,440.37,USD,Cash,0
2026/01/20 10:31:40,30,ACC_1166,50,ACC_1433,1662.13,USD,1662.13,USD,Credit Card,0
2026/01/12 10:42:36,30,ACC_1288,30,ACC_1279,848.32,USD,848.32,USD,ACH,0
2026/01/21 19:32:49,50,ACC_1229,10,ACC_1492,327.09,USD,327.09,USD,Cash,0
2026/01/16 11:26:48,30,ACC_1069,10,ACC_1456,2768.01,USD,2768.01,USD,Wire,0
2026/01/27 08:31:08,20,ACC_1470,10,ACC_1283,591.2,USD,591.2,USD,Cheque,0
2026/01/09 03:43:38,50,ACC_1235,20,ACC_1182,951.14,USD,951.14,USD,Credit Card,0
2026/01/16 18:47:22,20,ACC_1131,10,ACC_1416,2853.39,USD,2853.39,USD,Wire,0
2026/01/10 14:13:34,10,ACC_1405,50,ACC_1247,1184.56,USD,1184.56,USD,Wire,0
2026/02/10 22:06:22,10,ACC_1019,30,ACC_1375,159.18,USD,159.18,USD,Wire,0
2026/01/22 21:05:43,20,ACC_1450,50,ACC_1418,3382.74,USD,3382.74,USD,Cheque,0
2026/02/01 15:57:29,10,ACC_1324,30,ACC_1399,1195.69,USD,1195.69,USD,Cash,0
2026/01/18 06:26:01,10,ACC_1289,40,ACC_1076,499.39,USD,499.39,USD,ACH,0
2026/01/29 20:32:47,30,ACC_1385,40,ACC_1304,189.97,USD,189.97,USD,Credit Card,0
2026/01/05 21:50:17,50,ACC_1067,40,ACC_1173,1906.0,USD,1906.0,USD,Wire,0
2026/01/27 00:20:03,20,ACC_1043,40,ACC_1205,1171.33,USD,1171.33,USD,Cash,0
2026/01/21 12:35:32,50,ACC_1101,50,ACC_1250,924.9,USD,924.9,USD,Credit Card,0
2026/01/14 20:51:13,50,ACC_1124,10,ACC_1036,2701.96,USD,2701.96,USD,Cheque,0
2026/01/22 15:27:15,30,ACC_1343,50,ACC_1211,1874.79,USD,1874.79,USD,Cheque,0
2026/01/09 22:46:14,40,ACC_1394,50,ACC_1156,207.39,USD,207.39,USD,Credit Card,0
2026/02/16 12:16:04,30,ACC_1225,20,ACC_1022,458.28,USD,458.28,USD,Cheque,0
2026/01/04 13:25:53,30,ACC_1057,10,ACC_1379,352.8,USD,352.8,USD,Wire,0
2026/01/07 04:02:01,30,ACC_1355,20,ACC_1412,1644.84,USD,1644.84,USD,Cash,0
2026/01/28 16:18:02,50,ACC_1108,20,ACC_1104,50.93,USD,50.93,USD,Cheque,0
2026/02/15 23:17:10,20,ACC_1192,10,ACC_1299,1022.46,USD,1022.46,USD,Wire,0
2026/02/05 03:53:24,10,ACC_1102,10,ACC_1405,1734.9,USD,1734.9,USD,ACH,0
2026/02/04 00:58:35,10,ACC_1338,10,ACC_1138,2522.4,USD,2522.4,USD,Wire,0
2026/02/02 18:42:08,10,ACC_1444,30,ACC_1453,512.41,USD,512.41,USD,ACH,0
2026/01/27 19:04:53,40,ACC_1443,50,ACC_1305,2076.17,USD,2076.17,USD,Cheque,0
2026/02/16 12:04:57,40,ACC_1020,20,ACC_1127,150.69,USD,150.69,USD,Cheque,0
2026/01/19 10:36:59,50,ACC_1177,30,ACC_1351,2258.49,USD,2258.49,USD,Cheque,0
2026/02/13 23:00:02,20,ACC_1320,20,ACC_1131,173.66,USD,173.66,USD,Wire,0
2026/02/02 23:05:29,50,ACC_1459,50,ACC_1201,617.58,USD,617.58,USD,Credit Card,0
2026/01/30 04:48:39,50,ACC_1213,30,ACC_1123,1925.21,USD,1925.21,USD,ACH,0
2026/01/11 12:44:05,20,ACC_1277,20,ACC_1067,204.91,USD,204.91,USD,Wire,0
2026/02/15 02:50:16,20,ACC_1352,50,ACC_1362,322.47,USD,322.47,USD,Credit Card,0
2026/01/29 19:55:41,30,ACC_1162,20,ACC_1034,1547.25,USD,1547.25,USD,Cheque,0
2026/02/14 13:35:48,40,ACC_1391,30,ACC_1163,1537.72,USD,1537.72,USD,Credit Card,0
2026/01/06 13:09:20,50,ACC_1398,50,ACC_1096,1239.81,USD,1239.81,USD,Wire,0
2026/02/01 10:04:17,10,ACC_1310,30,ACC_1290,1430.8,USD,1430.8,USD,Cheque,0
2026/01/25 12:49:59,40,ACC_1352,30,ACC_1400,948.96,USD,948.96,USD,Credit Card,0
2026/01/25 17:54:16,20,ACC_1436,10,ACC_1198,358.1,USD,358.1,USD,ACH,0
2026/01/02 02:27:15,20,ACC_1391,20,ACC_1497,519.02,USD,519.02,USD,Cheque,0
2026/02/18 08:33:58,40,ACC_1090,30,ACC_1475,250.48,USD,250.48,USD,ACH,0
2026/01/22 10:42:47,40,ACC_1454,30,ACC_1126,2879.05,USD,2879.05,USD,ACH,0
2026/02/07 22:32:14,10,ACC_1313,50,ACC_1481,1060.73,USD,1060.73,USD,Cheque,0
2026/02/11 10:20:58,50,ACC_1231,50,ACC_1234,624.69,USD,624.69,USD,ACH,0
2026/01/29 14:03:08,10,ACC_1376,20,ACC_1020,753.89,USD,753.89,USD,Wire,0
2026/02/14 14:45:47,40,ACC_1225,30,ACC_1203,3541.39,USD,3541.39,USD,Cash,0
2026/02/04 16:26:29,40,ACC_1470,10,ACC_1027,209.76,USD,209.76,USD,Cash,0
2026/02/09 21:02:46,40,ACC_1057,40,ACC_1093,1068.93,USD,1068.93,USD,Wire,0
2026/01/10 17:37:00,20,ACC_1230,40,ACC_1012,855.99,USD,855.99,USD,Cheque,0
2026/02/05 12:53:49,10,ACC_1128,10,ACC_1166,1144.41,USD,1144.41,USD,Cheque,0
2026/02/01 19:26:57,40,ACC_1361,50,ACC_1230,31.93,USD,31.93,USD,Cash,0
2026/01/20 10:27:40,20,ACC_1486,30,ACC_1081,2478.03,USD,2478.03,USD,Cash,0
2026/02/13 09:07:34,20,ACC_1446,10,ACC_1337,3237.99,USD,3237.99,USD,ACH,0
2026/02/07 02:30:18,20,ACC_1157,10,ACC_1159,1009.26,USD,1009.26,USD,Credit Card,0
2026/01/01 12:14:51,40,ACC_1491,40,ACC_1103,1441.44,USD,1441.44,USD,Cash,0
2026/02/01 00:50:03,50,ACC_1413,40,ACC_1002,3078.96,USD,3078.96,USD,ACH,0
2026/01/05 18:17:24,50,ACC_1209,30,ACC_1227,1484.08,USD,1484.08,USD,Cash,0
2026/02/11 06:11:55,20,ACC_1321,10,ACC_1285,208.61,USD,208.61,USD,Wire,0
2026/02/13 14:12:35,50,ACC_1018,30,ACC_1075,1040.44,USD,1040.44,USD,Wire,0
2026/01/04 00:01:25,30,ACC_1471,50,ACC_1044,1129.87,USD,1129.87,USD,Cash,0
2026/01/29 17:24:22,30,ACC_1293,10,ACC_1404,672.25,USD,672.25,USD,Cheque,0
2026/01/17 16:15:14,40,ACC_1393,50,ACC_1153,1610.19,USD,1610.19,USD,Cheque,0
2026/01/08 16:22:34,30,ACC_1149,50,ACC_1242,3278.41,USD,3278.41,USD,ACH,0
2026/02/05 14:02:49,50,ACC_1268,50,ACC_1107,3127.45,USD,3127.45,USD,Cheque,0
2026/02/05 08:41:33,50,ACC_1247,30,ACC_1371,729.24,USD,729.24,USD,Wire,0
2026/02/20 06:00:53,50,ACC_1269,50,ACC_1295,154.21,USD,154.21,USD,ACH,0
2026/02/02 06:04:55,50,ACC_1266,20,ACC_1374,5037.01,USD,5037.01,USD,Wire,0
2026/01/07 12:31:44,10,ACC_1099,20,ACC_1000,2200.86,USD,2200.86,USD,Cash,0
2026/01/03 18:11:17,20,ACC_1212,10,ACC_1211,169.78,USD,169.78,USD,Credit Card,0
2026/01/13 19:37:22,50,ACC_1353,50,ACC_1144,3053.57,USD,3053.57,USD,Wire,0
2026/01/07 02:57:39,50,ACC_1392,50,ACC_1003,2457.31,USD,2457.31,USD,Cheque,0
2026/01/11 03:48:50,40,ACC_1426,40,ACC_1089,887.86,USD,887.86,USD,Cheque,0
2026/01/25 22:17:37,50,ACC_1330,30,ACC_1069,1083.66,USD,1083.66,USD,ACH,0
2026/01/22 15:48:30,50,ACC_1401,30,ACC_1417,621.0,USD,621.0,USD,Cash,0
2026/01/17 11:37:25,50,ACC_1371,30,ACC_1347,77.58,USD,77.58,USD,Wire,0
2026/01/08 11:31:21,50,ACC_1033,20,ACC_1497,499.92,USD,499.92,USD,Cash,0
2026/01/10 12:47:06,30,ACC_1310,30,ACC_1199,1958.57,USD,1958.57,USD,Cheque,0
2026/01/05 15:32:54,30,ACC_1139,20,ACC_1212,15.57,USD,15.57,USD,Cash,0
2026/01/06 16:29:51,10,ACC_1154,40,ACC_1089,496.86,USD,496.86,USD,Cash,0
2026/01/25 19:20:56,30,ACC_1012,40,ACC_1410,619.33,USD,619.33,USD,Cash,0
2026/01/17 12:40:52,20,ACC_1158,20,ACC_1398,935.06,USD,935.06,USD,Cheque,0
2026/02/06 08:31:46,30,ACC_1235,10,ACC_1198,3038.71,USD,3038.71,USD,Cash,0
2026/01/17 17:03:24,30,ACC_1446,10,ACC_1044,520.21,USD,520.21,USD,Cash,0
2026/02/02 04:57:27,20,ACC_1388,30,ACC_1159,521.33,USD,521.33,USD,Wire,0
2026/02/09 12:27:57,20,ACC_1272,20,ACC_1163,1615.01,USD,1615.01,USD,Wire,0
2026/02/18 15:29:33,20,ACC_1058,50,ACC_1007,732.25,USD,732.25,USD,Wire,0
2026/01/15 12:07:03,50,ACC_1281,20,ACC_1163,315.26,USD,315.26,USD,Credit Card,0
2026/02/01 02:29:23,10,ACC_1036,20,ACC_1160,732.74,USD,732.74,USD,Cheque,0
2026/02/03 21:59:45,10,ACC_1241,40,ACC_1463,192.18,USD,192.18,USD,ACH,0
2026/01/31 14:01:37,40,ACC_1091,50,ACC_1361,242.87,USD,242.87,USD,Wire,0
2026/02/11 19:44:31,50,ACC_1159,10,ACC_1171,837.87,USD,837.87,USD,ACH,0
2026/01/06 13:59:03,40,ACC_1290,30,ACC_1067,661.45,USD,661.45,USD,ACH,0
2026/02/17 13:52:13,50,ACC_1240,30,ACC_1118,2965.95,USD,2965.95,USD,Wire,0
2026/02/05 20:54:05,30,ACC_1200,40,ACC_1093,550.04,USD,550.04,USD,ACH,0
2026/01/25 05:54:33,20,ACC_1015,30,ACC_1034,1052.68,USD,1052.68,USD,Wire,0
2026/01/07 12:18:14,10,ACC_1309,30,ACC_1294,1210.47,USD,1210.47,USD,Cash,0
2026/02/10 08:24:26,50,ACC_1332,40,ACC_1036,25.82,USD,25.82,USD,Credit Card,0
2026/01/29 00:56:23,30,ACC_1317,20,ACC_1124,1317.12,USD,1317.12,USD,Cash,0
2026/02/19 19:05:07,50,ACC_1220,20,ACC_1402,245.27,USD,245.27,USD,Credit Card,0
2026/01/05 20:05:16,40,ACC_1339,10,ACC_1343,3905.2,USD,3905.2,USD,Cash,0
2026/01/17 10:19:41,20,ACC_1305,30,ACC_1237,203.14,USD,203.14,USD,ACH,0
2026/01/07 06:19:28,40,ACC_1035,30,ACC_1307,652.6,USD,652.6,USD,ACH,0
2026/01/04 08:38:51,50,ACC_1330,10,ACC_1339,117.06,USD,117.06,USD,Credit Card,0
2026/01/24 00:58:48,50,ACC_1338,40,ACC_1076,6931.7,USD,6931.7,USD,Credit Card,0
2026/02/14 06:31:27,30,ACC_1105,40,ACC_1349,847.06,USD,847.06,USD,Wire,0
2026/01/02 02:10:29,20,ACC_1045,30,ACC_1299,1095.78,USD,1095.78,USD,Cheque,0
2026/01/28 11:40:28,50,ACC_1189,30,ACC_1462,93.32,USD,93.32,USD,Cheque,0
2026/02/13 14:16:40,50,ACC_1440,40,ACC_1144,1673.36,USD,1673.36,USD,Wire,0
2026/01/21 20:48:34,20,ACC_1364,40,ACC_1195,292.72,USD,292.72,USD,Credit Card,0
2026/01/20 17:24:16,20,ACC_1096,30,ACC_1285,2749.98,USD,2749.98,USD,Credit Card,0
2026/01/04 14:15:28,40,ACC_1068,40,ACC_1005,285.51,USD,285.51,USD,Credit Card,0
2026/02/02 16:36:58,50,ACC_1043,40,ACC_1071,263.88,USD,263.88,USD,Cash,0
2026/01/27 05:10:20,40,ACC_1092,30,ACC_1233,54.68,USD,54.68,USD,Credit Card,0
2026/02/01 00:01:10,20,ACC_1095,50,ACC_1218,776.54,USD,776.54,USD,Wire,0
2026/01/28 18:26:00,50,ACC_1210,40,ACC_1475,1008.45,USD,1008.45,USD,Wire,0
2026/01/25 23:55:31,50,ACC_1057,30,ACC_1298,91.56,USD,91.56,USD,ACH,0
2026/01/27 23:06:56,40,ACC_1264,10,ACC_1040,1802.8,USD,1802.8,USD,Cash,0
2026/01/16 16:57:19,50,ACC_1408,10,ACC_1296,734.6,USD,734.6,USD,ACH,0
2026/02/16 02:02:18,40,ACC_1232,30,ACC_1263,901.79,USD,901.79,USD,Wire,0
2026/01/03 14:10:48,50,ACC_1148,30,ACC_1085,707.42,USD,707.42,USD,Cheque,0
2026/01/30 15:49:51,30,ACC_1322,50,ACC_1242,624.52,USD,624.52,USD,Cheque,0
2026/01/05 19:05:37,30,ACC_1146,30,ACC_1249,994.2,USD,994.2,USD,Credit Card,0
2026/01/15 02:16:24,10,ACC_1315,50,ACC_1143,212.44,USD,212.44,USD,Credit Card,0
2026/02/07 20:14:01,20,ACC_1465,30,ACC_1302,250.97,USD,250.97,USD,Credit Card,0
2026/02/10 00:35:52,20,ACC_1248,50,ACC_1092,2384.74,USD,2384.74,USD,Credit Card,0
2026/02/08 05:08:12,20,ACC_1428,40,ACC_1253,3515.09,USD,3515.09,USD,Credit Card,0
2026/02/07 04:17:40,30,ACC_1107,10,ACC_1296,570.76,USD,570.76,USD,Cheque,0
2026/01/21 08:00:24,50,ACC_1085,20,ACC_1238,388.88,USD,388.88,USD,ACH,0
2026/01/20 20:14:37,40,ACC_1349,10,ACC_1362,1249.39,USD,1249.39,USD,Wire,0
2026/01/24 07:55:38,10,ACC_1474,10,ACC_1408,640.59,USD,640.59,USD,Cash,0
2026/02/18 09:05:11,30,ACC_1326,30,ACC_1181,40.86,USD,40.86,USD,Wire,0
2026/01/06 18:33:20,40,ACC_1136,20,ACC_1411,213.74,USD,213.74,USD,Cash,0
2026/01/27 21:40:45,30,ACC_1394,50,ACC_1099,1520.42,USD,1520.42,USD,Cheque,0
2026/02/11 14:27:44,50,ACC_1344,10,ACC_1004,1300.78,USD,1300.78,USD,ACH,0
2026/02/06 14:30:04,10,ACC_1179,50,ACC_1112,42.96,USD,42.96,USD,Cheque,0
2026/01/30 23:36:38,10,ACC_1029,10,ACC_1481,311.19,USD,311.19,USD,Cheque,0
2026/01/08 09:42:16,50,ACC_1438,20,ACC_1309,325.31,USD,325.31,USD,Cheque,0
2026/01/14 06:43:09,10,ACC_1356,40,ACC_1094,1347.3,USD,1347.3,USD,Wire,0
2026/02/05 12:29:45,30,ACC_1393,30,ACC_1218,33.89,USD,33.89,USD,Credit Card,0
2026/01/14 22:09:05,30,ACC_1399,10,ACC_1037,141.92,USD,141.92,USD,Wire,0
2026/01/14 19:40:23,20,ACC_1489,50,ACC_1416,1940.82,USD,1940.82,USD,ACH,0
2026/01/25 19:02:56,40,ACC_1091,20,ACC_1331,246.01,USD,246.01,USD,Cash,0
2026/02/16 13:23:57,10,ACC_1329,10,ACC_1054,1279.24,USD,1279.24,USD,Cheque,0
2026/01/14 02:44:53,40,ACC_1292,20,ACC_1373,336.46,USD,336.46,USD,Cheque,0
2026/02/03 13:41:21,30,ACC_1477,40,ACC_1019,135.69,USD,135.69,USD,Cash,0
2026/02/06 00:38:03,40,ACC_1001,10,ACC_1264,344.34,USD,344.34,USD,Cash,0
2026/01/21 04:11:20,40,ACC_1115,10,ACC_1001,1547.31,USD,1547.31,USD,Cash,0
2026/02/20 00:38:36,40,ACC_1274,10,ACC_1479,2333.0,USD,2333.0,USD,Cheque,0
2026/02/13 02:06:30,40,ACC_1187,30,ACC_1274,2137.9,USD,2137.9,USD,Credit Card,0
2026/01/03 11:54:02,30,ACC_1090,40,ACC_1284,617.37,USD,617.37,USD,Cheque,0
2026/01/19 02:03:28,40,ACC_1322,20,ACC_1353,1333.45,USD,1333.45,USD,Credit Card,0
2026/01/03 00:41:46,40,ACC_1018,10,ACC_1099,285.27,USD,285.27,USD,Cash,0
2026/01/26 13:38:17,30,ACC_1329,10,ACC_1157,426.32,USD,426.32,USD,Wire,0
2026/01/03 06:36:29,50,ACC_1403,40,ACC_1369,2729.92,USD,2729.92,USD,Cash,0
2026/01/30 01:15:40,20,ACC_1076,40,ACC_1380,25.7,USD,25.7,USD,Cheque,0
2026/02/15 22:53:06,20,ACC_1241,10,ACC_1465,117.26,USD,117.26,USD,Credit Card,0
2026/02/15 09:05:20,20,ACC_1323,50,ACC_1025,289.66,USD,289.66,USD,Cheque,0
2026/01/06 23:14:41,50,ACC_1418,20,ACC_1419,42.27,USD,42.27,USD,Cheque,0
2026/01/23 07:10:38,30,ACC_1411,10,ACC_1103,250.24,USD,250.24,USD,Cash,0
2026/01/17 08:42:30,50,ACC_1279,20,ACC_1070,1059.72,USD,1059.72,USD,Wire,0
2026/01/15 05:51:03,30,ACC_1032,50,ACC_1062,666.62,USD,666.62,USD,Credit Card,0
2026/02/16 07:56:44,50,ACC_1224,40,ACC_1124,2688.24,USD,2688.24,USD,Credit Card,0
2026/01/25 08:21:50,10,ACC_1008,50,ACC_1451,2050.84,USD,2050.84,USD,Wire,0
2026/02/11 00:37:46,20,ACC_1213,20,ACC_1356,511.93,USD,511.93,USD,Wire,0
2026/01/21 20:05:59,10,ACC_1267,50,ACC_1230,370.39,USD,370.39,USD,Credit Card,0
2026/01/31 17:08:27,30,ACC_1367,30,ACC_1255,583.05,USD,583.05,USD,ACH,0
2026/01/12 22:19:06,50,ACC_1002,30,ACC_1286,1080.78,USD,1080.78,USD,Cash,0
2026/01/25 01:45:46,30,ACC_1259,10,ACC_1112,384.47,USD,384.47,USD,Credit Card,0
2026/01/09 02:34:50,20,ACC_1057,10,ACC_1408,1184.27,USD,1184.27,USD,Cheque,0
2026/01/15 19:20:59,50,ACC_1330,40,ACC_1186,641.96,USD,641.96,USD,Cheque,0
2026/01/04 08:08:02,10,ACC_1053,40,ACC_1380,973.68,USD,973.68,USD,Cash,0
2026/02/15 17:34:19,50,ACC_1059,30,ACC_1036,697.51,USD,697.51,USD,ACH,0
2026/02/04 06:28:11,10,ACC_1101,30,ACC_1383,428.56,USD,428.56,USD,Credit Card,0
2026/02/07 03:42:47,20,ACC_1050,10,ACC_1122,3568.32,USD,3568.32,USD,ACH,0
2026/01/04 06:21:39,50,ACC_1299,40,ACC_1248,1740.71,USD,1740.71,USD,Credit Card,0
2026/01/08 18:53:47,30,ACC_1198,30,ACC_1191,191.15,USD,191.15,USD,Credit Card,0
2026/01/03 08:34:05,20,ACC_1171,10,ACC_1065,2444.21,USD,2444.21,USD,ACH,0
2026/01/09 23:41:25,30,ACC_1234,50,ACC_1214,811.98,USD,811.98,USD,Credit Card,0
2026/02/02 17:33:06,50,ACC_1404,50,ACC_1407,2709.45,USD,2709.45,USD,Credit Card,0
2026/02/13 12:17:19,50,ACC_1044,40,ACC_1211,1940.46,USD,1940.46,USD,ACH,0
2026/02/07 11:56:31,20,ACC_1142,30,ACC_1007,674.51,USD,674.51,USD,ACH,0
2026/02/15 08:21:11,50,ACC_1296,10,ACC_1113,37.27,USD,37.27,USD,ACH,0
2026/02/20 13:21:13,10,ACC_1022,40,ACC_1020,385.48,USD,385.48,USD,Cash,0
2026/02/11 10:31:41,40,ACC_1201,40,ACC_1246,946.11,USD,946.11,USD,Credit Card,0
2026/02/08 14:28:05,20,ACC_1042,20,ACC_1286,1214.44,USD,1214.44,USD,Wire,0
2026/02/02 11:11:35,30,ACC_1151,20,ACC_1122,367.91,USD,367.91,USD,ACH,0
2026/02/07 09:14:07,20,ACC_1439,40,ACC_1292,190.09,USD,190.09,USD,Credit Card,0
2026/01/20 03:15:56,10,ACC_1404,10,ACC_1447,2171.66,USD,2171.66,USD,ACH,0
2026/01/17 16:47:41,30,ACC_1457,50,ACC_1353,5002.75,USD,5002.75,USD,Cash,0
2026/01/12 05:40:11,30,ACC_1294,10,ACC_1407,905.07,USD,905.07,USD,Cash,0
2026/02/03 18:42:24,30,ACC_1484,40,ACC_1465,236.03,USD,236.03,USD,Cash,0
2026/01/20 04:18:55,10,ACC_1020,50,ACC_1188,391.45,USD,391.45,USD,Credit Card,0
2026/01/13 02:03:03,50,ACC_1070,20,ACC_1172,32.27,USD,32.27,USD,Credit Card,0
2026/02/15 14:14:37,30,ACC_1164,10,ACC_1181,2958.27,USD,2958.27,USD,Cheque,0
2026/01/24 07:27:27,10,ACC_1190,40,ACC_1176,160.34,USD,160.34,USD,Cash,0
2026/01/28 00:54:14,30,ACC_1347,10,ACC_1423,1041.09,USD,1041.09,USD,Credit Card,0
2026/01/23 23:52:53,20,ACC_1456,30,ACC_1452,394.34,USD,394.34,USD,Cheque,0
2026/01/15 17:17:23,20,ACC_1055,20,ACC_1085,979.4,USD,979.4,USD,Cash,0
2026/01/02 16:57:15,20,ACC_1487,40,ACC_1321,1274.67,USD,1274.67,USD,Wire,0
2026/02/06 21:33:15,10,ACC_1215,10,ACC_1228,2134.53,USD,2134.53,USD,Credit Card,0
2026/01/27 09:59:17,30,ACC_1427,30,ACC_1486,287.44,USD,287.44,USD,ACH,0
2026/02/05 13:42:39,30,ACC_1303,50,ACC_1341,23.27,USD,23.27,USD,Credit Card,0
2026/01/16 16:02:08,30,ACC_1459,30,ACC_1404,186.65,USD,186.65,USD,Cheque,0
2026/01/15 10:55:29,20,ACC_1075,50,ACC_1181,2773.33,USD,2773.33,USD,Wire,0
2026/01/10 17:10:49,20,ACC_1093,20,ACC_1499,2494.72,USD,2494.72,USD,Credit Card,0
2026/02/20 10:40:07,30,ACC_1059,30,ACC_1021,1101.81,USD,1101.81,USD,Credit Card,0
2026/02/06 05:54:02,20,ACC_1105,30,ACC_1288,1111.1,USD,1111.1,USD,ACH,0
2026/01/27 20:20:18,40,ACC_1276,40,ACC_1083,1322.48,USD,1322.48,USD,Credit Card,0
